Bundesland;Bahnhofsmanagement;BahnhofNr;Station;DS100;Bahnhofskategorie;Strasse;PLZ;Ort;Aufgabenträger;Verkehrsverb;Fernverkehr;Nahverkehr;lat;lon
Sachsen-Anhalt;Halle (Saale);3866;Lutherstadt Wittenberg-Piesteritz;LWP;6;Heuweg 1;6886;Lutherstadt Wittenberg;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.8718736290557;12.5967142027594
Sachsen-Anhalt;Magdeburg;6586;Wegenstedt;LWST;7;Dorfstr.;39359;Wegenstedt;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.3872031110555;11.2086069583893
Sachsen-Anhalt;Magdeburg;6901;Wulfen (Anh);LWU;6;Bahnhofstr. 1;6369;Wulfen;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.8188301217856;11.9219401458214
Brandenburg;Potsdam;6960;Wusterwitz;LWUZ;6;Bahnhofstr. 1;14789;Wusterwitz;Verkehrsverbund Berlin-Brandenburg GmbH für Brandenburg;0;nein;ja;52.3852197361824;12.3729774355888
Sachsen-Anhalt;Magdeburg;6514;Wallwitz (Saalkr);LWWZ;6;Bahnhofstr. 11-13;6193;Petersberg;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.5816188060553;11.9215071201324
Sachsen;Leipzig;6950;Wurzen;LWZ;4;Am Bahnhof 3;4808;Wurzen;Zweckverband für den Nahverkehrsraum Leipzig;MDV;nein;ja;51.3645311785261;12.7387132331333
Sachsen-Anhalt;Halle (Saale);6729;Wetterzeube;LWZE;6;Am Bahnhof 20;6722;Wetterzeube;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja;51.0084411468424;12.0128566026687
Sachsen;Leipzig;6951;Bennewitz;LWZW;6;Leulitzer Str. 6;4828;Bennewitz;Zweckverband für den Nahverkehrsraum Leipzig;MDV;nein;ja;51.3559288056075;12.7085816860199
Sachsen-Anhalt;Halle (Saale);6987;Zeitz;LZ;4;Baenschstr. 4;6712;Zeitz;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja;51.0565352936851;12.1317985653877
Sachsen-Anhalt;Halle (Saale);6971;Zahna;LZA;6;Bahnhofstr. 26;6895;Zahna;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.9188276172578;12.7796060698373
Sachsen-Anhalt;Halle (Saale);7053;Zscherben;LZBN;6;Teutschenthaler Str. 9;6179;Teutschenthal;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja;51.4674090262446;11.8658273220061
Sachsen-Anhalt;Halle (Saale);7036;Zöberitz;LZBR;6;Gemeindestr.1;6188;Peißen;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.5044269901216;12.0332005704829
Brandenburg;Potsdam;6994;Zellendorf;LZD;7;Dorfstraße;14913;Zellendorf;Verkehrsverbund Berlin-Brandenburg GmbH für Brandenburg;0;nein;nein;51.8941848027717;13.0668745814824
Sachsen-Anhalt;Magdeburg;7002;Zerbst;LZE;6;Am Bahnhof 3;39261;Zerbst;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.9539542303416;12.0889715540227
Sachsen-Anhalt;Halle (Saale);7046;Zörnigall;LZGL;7;Landesstraße 126;6888;Zörnigall;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.8829271927615;12.7314208601048
Sachsen-Anhalt;Magdeburg;7016;Zielitz;LZI;6;Bahnhofstr. 2;39326;Loitsche;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.2965215517803;11.6802892228849
Sachsen-Anhalt;Magdeburg;7978;Zielitz Ort;LZIO;6;Schricker Str.;39326;Zielitz;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja;52.2882637646969;11.6763178507487
Sachsen-Anhalt;Halle (Saale);7042;Zoo;LZO;6;Carl Robert Str. 7;6114;Halle;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja;51.5036842320307;11.9702842405865
Sachsen;Leipzig;7056;Zschortau;LZS;6;Bahnhofstr. 8;4519;Rackwitz;Zweckverband für den Nahverkehrsraum Leipzig;0;nein;ja;51.4833891127463;12.3614226361267
Bayern;Augsburg;220;Augsburg Hbf;MA;2;Viktoriastr. 1;86150;Augsburg;Bayerische Eisenbahngesellschaft mbH;AVV;ja;ja;48.3654152780661;10.885697059093
Bayern;Regensburg;5;Abensberg;MABG;6;Bahnhofstr. 27;93326;Abensberg;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;48.8194152954795;11.8465897135245
Bayern;Rosenheim;12;Adelschlag;MAD;6;Bahnhofstrasse 45;85111;Adelschlag;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;48.8406865443141;11.2114368784884
Bayern;München;216;Aufhausen (b Erding);MAFE;6;Am Bahnhof;85435;Erding;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.2741154085935;11.8941557407379
Bayern;Rosenheim;200;Aßling (Oberbay);MAG;5;Bahnhofstr. 2;85617;Aßling ;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.9895749557514;11.9936186926705
Bayern;Rosenheim;19;Agatharied;MAGD;6;Fehnbachstrasse 3;83734;Hausham;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.7658313790166;11.8244028772627
Bayern;Augsburg;7996;Augsburg Messe;MAGM;5;Friedrich-Ebert-Str. 1;86159;Augsburg-Göggingen;Bayerische Eisenbahngesellschaft mbH;AVV;nein;ja;48.3386990679735;10.8861011266708
Bayern;Augsburg;219;Augsburg Haunstetterstraße;MAHA;3;Haunstetter Str. 1;86161;Augsburg;Bayerische Eisenbahngesellschaft mbH;AVV;nein;ja;48.3551024253622;10.9014682896658
Bayern;Augsburg;117;Althegnenberg;MAHB;5;Bahnhofstr. 7;82278;Althegnenberg;Bayerische Eisenbahngesellschaft mbH;AVV;nein;ja;48.2368219224884;11.061762324695
Bayern;Augsburg;223;Augsburg-Hochzoll;MAHZ;3;Hochzollerstr. 19;86163;Augsburg;Bayerische Eisenbahngesellschaft mbH;AVV;nein;ja;48.3530464010738;10.9451955189444
Bayern;Augsburg;34;Aichach;MAI;5;Bahnhofstr. 25;86551;Aichach;Bayerische Eisenbahngesellschaft mbH;AVV;nein;ja;48.4610792188922;11.122784614563
Bayern;Südostbayernbahn (SOB);33;Aich (Niederbay);MAIC;6;;;;Bayrische Eisenbahn Gesellschaft;BEG;nein;ja;48.4171726574988;12.3981642723083
Bayern;Rosenheim;36;Ainring;MAIN;6;Hausmoninger Eichelweg;83404;Ainring;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.8149089783912;12.9643691915932
Bayern;Südostbayernbahn (SOB);165;Anzenkirchen;MAK;6;;;;Bayrische Eisenbahn Gesellschaft;BEG;nein;ja;48.4348016078379;13.0219249400579
Bayern;Augsburg;52;Aletshausen;MALH;7;Bahnhofstr. 1;86480;Aletshausen;Bayerische Eisenbahngesellschaft mbH;;nein;ja;48.201357252022;10.3836712353635
Bayern;Rosenheim;82;Altenau (Bay);MALT;7;Wurmansauer Str. 4;82442;Saulgrub;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.6482759304386;11.0175302624702
Bayern;Augsburg;222;Augsburg Morellstraße;MAMS;6;Morellstr. 1;86159;Augsburg;Bayerische Eisenbahngesellschaft mbH;AVV;nein;ja;48.3551733977423;10.8931099559015
Bayern;München;126;Altomünster;MAMT;6;Bahnhofstr. 3;85250;Altomünster;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.3849791998962;11.2550427764654
Bayern;München;176;Arnbach;MANB;7;Am Kühberg;85247;Schwabhausen;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.3412432510352;11.3440507650375
Bayern;München;94;Altenerding;MANE;6;Am Bahnhof;85435;Erding;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.2936850932669;11.9017794728279
Bayern;Augsburg;224;Augsburg-Oberhausen;MAOB;4;Ulmerstr. 53;86154;Augsburg;Bayerische Eisenbahngesellschaft mbH;AVV;nein;ja;48.3808391078485;10.8725228905678
Bayern;Rosenheim;139;Ampfing;MAPF;5;Münchner Str. 29;84539;Ampfing;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;48.2539590035927;12.4113535881042
Bayern;Rosenheim;190;Aschau (Chiemgau);MASC;6;Bahnhofplatz 4;83229;Aschau ;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.7788223716868;12.32557117939
Bayern;Augsburg;110;Altenstadt (Iller);MASI;6;Bahnhofstr. 1;89281;Altenstadt;Bayerische Eisenbahngesellschaft mbH;DING;nein;ja;48.1612068093691;10.1101482320114
Bayern;Südostbayernbahn (SOB);127;Altötting;MAT;6;;;;Bayrische Eisenbahn Gesellschaft;BEG;nein;ja;48.2212232674416;12.6746449982824
Bayern;Südostbayernbahn (SOB);106;Altenmarkt (Alz);MATM;6;;;;Bayrische Eisenbahn Gesellschaft;BEG;nein;ja;48.000736602231;12.5371277332306
Bayern;Augsburg;131;Altstädten (Allgäu);MATS;6;Töpferweg 14;87527;Sonthofen;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.4884255726552;10.2809286117554
Bayern;München;2512;München-Untermenzing;MAUG;4;Von-Kahr-Straße;81827;München;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.1777933104689;11.4727025936516
Bayern;München;233;Aying;MAY;6;Am Bahnhof 11;85653;Aying;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;47.9688967667162;11.7693651409149
Bayern;München;377;Baierbrunn;MBAB;6;Bahnhofstr. 2;82065;Baierbrunn;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.0186065494981;11.4798974990845
Bayern;Rosenheim;8284;Baar-Ebenhausen;MBAE;6;Am Bahnhof;85107;Baar-Ebenhausen;Bayerische Eisenbahngesellschaft mbH;;nein;ja;48.6743179958576;11.4601169391112
Bayern;Rosenheim;246;Bad Aibling;MBAI;5;Bahnhofplatz 40;83043;Bad Aibling;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.862150206611;12.0037910094163
Bayern;Rosenheim;630;Bad Aibling Kurpark;MBAK;6;Professor-Kurt-Huber-Strasse;83043;Bad Aibling;Bayerische Eisenbahngesellschaft mbH;;nein;ja;47.8574232912929;12.0142704248428
Bayern;München;4248;München-Berg am Laim;MBAL;4;Baumkirchner Str.;81673;München;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.1339752056678;11.6331513404846
Bayern;München;933;Buchenau (Oberbay);MBAU;5;Kurt-Huber-Ring 13;82256;Fürstenfeldbruck;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.1602887440827;11.2245679443533
Bayern;Rosenheim;828;Brannenburg;MBB;4;Bahnhofstr. 75;83098;Brannenburg;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.7410579202031;12.1068315303409
Bayern;München;241;Bachern;MBCN;7;Bahnhofstr. 1;85232;Bergkirchen;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.2790264324763;11.3817077875137
Bayern;München;382;Baldham;MBDH;5;Am Bahnhof;85598;Vaterstetten;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.0991830966526;11.7870254905469
Bayern;Rosenheim;498;Bergen (Oberbay);MBE;5;Bahnhofstr. 198;83346;Bergen ;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.8254375129976;12.5940227508545
Bayern;Rosenheim;274;Bad Endorf (Oberbay);MBEF;4;Bahnhofplatz 4;83093;Bad Endorf ;Bayerische Eisenbahngesellschaft mbH;0;ja;ja;47.9049242447738;12.3016720468348
Bayern;Rosenheim;480;Benediktbeuern;MBEN;6;Bahnhofplatz 5;83671;Benediktbeuern;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.7094342672105;11.4032077789306
Bayern;Südostbayernbahn (SOB);270;Bad Empfing;MBEP;6;;;;Bayrische Eisenbahn Gesellschaft;BEG;nein;ja;47.8841174053741;12.6328477263451
Bayern;Rosenheim;578;Bernried;MBER;6;Bahnhofstraße 25;82347;Bernried;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.8613476944521;11.2836456298828
Bayern;Rosenheim;495;Berchtesgaden Hbf;MBG;5;Bahnhofplatz 2;83471;Berchtesgaden;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.6267113237694;12.9997375988751
Bayern;Rosenheim;986;Burgheim;MBGH;6;Bahnhofstr. 38;86666;Burgheim;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;48.7009701275834;11.0268947261233
Bayern;Südostbayernbahn (SOB);990;Burgkirchen;MBGK;6;;;;Bayrische Eisenbahn Gesellschaft;BEG;nein;ja;48.1667139373713;12.727877497673
Bayern;Rosenheim;436;Bayerisch Gmain;MBGM;6;Obere Bahnhofstrasse 19;83457;Bayerisch Gmain;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.7202604476923;12.8945873264344
Bayern;Augsburg;979;Burgau (Schwab);MBGU;5;Am Bahnhof 16;89331;Burgau;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;48.4251688951262;10.4267728328705
Bayern;München;935;Buchenhain;MBHA;6;Wolfratshausener Str.;82065;Baierbrunn;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.0312503104452;11.497489207943
Bayern;Augsburg;429;Bäumenheim;MBHM;6;Bahnhofstr. 3;86663;Bäumenheim;Bayerische Eisenbahngesellschaft mbH;AVV;nein;ja;48.6798493639475;10.8102858066559
Bayern;Südostbayernbahn (SOB);283;Bad Höhenstadt;MBHT;6;;;;Bayrische Eisenbahn Gesellschaft;BEG;nein;ja;48.4947035263859;13.3231562376022
Bayern;Rosenheim;672;Bischofswiesen;MBI;6;Am Bahnhof 3;83483;Bischofswiesen;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.6517723877162;12.9602623383683
Bayern;Südostbayernbahn (SOB);255;Bad Birnbach;MBIB;6;;;;Bayrische Eisenbahn Gesellschaft;BEG;nein;ja;48.4329243679671;13.0739909362819
Bayern;Rosenheim;616;Bichl;MBIC;6;Bahnhofstr. 17;83673;Bichl;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.7232358063135;11.4083522558212
Bayern;Südostbayernbahn (SOB);8217;Bibelöd;MBID;6;;;;Bayrische Eisenbahn Gesellschaft;BEG;nein;ja;47.7717341356331;12.646586894989
Bayern;Augsburg;634;Biessenhofen;MBIH;5;Poststraße 4;87640;Biessenhofen;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.8297761665419;10.6404849743922
Bayern;Augsburg;642;Billenhausen;MBIN;7;Pfarrer Eggerweg 1;86381;Krumbach (Schwaben);Bayerische Eisenbahngesellschaft mbH;0;nein;ja;48.275510219108;10.3582406044006
Bayern;Rosenheim;290;Bad Kohlgrub;MBKG;7;Bahnhofstr. 19;82433;Bad Kohlgrub;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.6679006194344;11.0577114104081
Bayern;Rosenheim;291;Bad Kohlgrub Kurhaus;MBKK;7;Saulgruber Straße 30;82433;Bad Kohlgrub;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.6702362727148;11.0390967672521
Bayern;Augsburg;682;Blaichach (Allgäu);MBLH;6;Bahnhofweg 2;87544;Blaichach ;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.5436380251428;10.2588549256325
Bayern;Augsburg;708;Blindheim;MBLM;6;An der Bahn 8;89434;Blindheim;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;48.6437867350354;10.6153959035873
Bayern;Rosenheim;572;Bernau a. Chiemsee;MBN;5;Bahnhofplatz 3;83233;Bernau a. Chiemsee;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.816273164099;12.3813879697822
Bayern;Augsburg;474;Bellenberg;MBNB;6;Bahnhofstr. 11;89287;Bellenberg;Bayerische Eisenbahngesellschaft mbH;DING;nein;ja;48.2547041751793;10.0903229850331
Bayern;Augsburg;717;Bobingen;MBOB;4;Bahnhofsplatz 2;86399;Bobingen;Bayerische Eisenbahngesellschaft mbH;AVV;nein;ja;48.2665352637214;10.8380181874548
Bayern;Augsburg;734;Bodelsberg;MBOD;7;Bodelsberg 4;87477;Sulzberg;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.6783420724176;10.410832631931
Bayern;Regensburg;910;Bruckberg;MBR;6;Bahnhofstr. 19;84079;Bruckberg;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;48.5160192178931;11.9977721571923
Bayern;Rosenheim;322;Bad Reichenhall-Kirchberg;MBRK;6;Anton Winkler Strasse 26;83435;Bad Reichenhall;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.7184215632636;12.8740990161896
Bayern;Rosenheim;321;Bad Reichenhall;MBRL;5;Bahnhofplatz 1;83435;Bad Reichenhall;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.7312994485306;12.8817915916443
Bayern;Rosenheim;912;Bruckmühl;MBRM;6;Bahnhofstraße 7;83052;Bruckmühl;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.8808393062587;11.9156871541687
Bayern;Augsburg;849;Breitenbrunn (Schwab);MBRN;7;Bahnhofstr. 35;87739;Breitenbrunn;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;48.138596975335;10.4084836492627
Bayern;Rosenheim;357;Bad Tölz;MBT;6;Bahnhofstr. 8;83646;Bad Tölz;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.7605731778762;11.5738356113434
Bayern;Augsburg;944;Buchloe;MBU;3;Bahnhofstr. 62;86807;Buchloe;Bayerische Eisenbahngesellschaft mbH;0;ja;ja;48.0332778133862;10.7160329818726
Bayern;Südostbayernbahn (SOB);985;Burghausen;MBUH;6;;;;Bayrische Eisenbahn Gesellschaft;BEG;nein;ja;48.1739861266263;12.8284467458616
Bayern;Augsburg;367;Bad Wörishofen;MBWH;6;Bahnhofsplatz 1;86825;Bad Wörishofen;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;48.0059075368688;10.5978333950043
Bayern;Südostbayernbahn (SOB);434;Bayerbach;MBYB;6;;;;Bayrische Eisenbahn Gesellschaft;BEG;nein;ja;48.414231702473;13.1348150968552
Bayern;Rosenheim;441;Bayrischzell;MBZ;6;Bahnhofstr. 6;83735;Bayrischzell;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.6756697785358;12.0110257500762
Bayern;München;1099;Dachau Bahnhof ;MDA;3;Bahnhofplatz 1;85221;Dachau;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.2545783079032;11.4443537481593
Bayern;Augsburg;1134;Dasing;MDAG;6;Bahnhofstr. 8;86453;Dasing;Bayerische Eisenbahngesellschaft mbH;AVV;nein;ja;48.3862358013068;11.0520377466755
Bayern;Rosenheim;1123;Darching;MDAR;6;Bahnhofstr. 17;83626;Valley;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.8707939578192;11.7773008346558
Bayern;München;1100;Dachau Stadt;MDAS;6;Etzenhausenerstr.;85221;Dachau;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.2666194351601;11.4397260546684
Bayern;München;4249;München-Daglfing;MDFG;5;Musenbergstr.;81929;München;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.149201989491;11.6493701934814
Bayern;Rosenheim;1268;Dorfen Bahnhof;MDFN;5;Bahnhofstr. 8;84405;Dorfen;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;48.267133643121;12.1598660945892
Bayern;München;1396;Dürrnhaar;MDHR;6;Biechlweg;85653;Aying;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;47.9938855138932;11.7366098608807
Bayern;Augsburg;1196;Diedorf (Schwab);MDID;5;Bahnhofstr. 1;86420;Diedorf;Bayerische Eisenbahngesellschaft mbH;AVV;nein;ja;48.3561444666635;10.776994228363
Bayern;Regensburg;1220;Dingolfing;MDIF;5;Bahnhofstr. 76;84130;Dingolfing;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;48.6416078585185;12.4854040145874
Bayern;Augsburg;1215;Dillingen (Donau);MDIL;5;Bahnhofstr. 2;89407;Dillingen;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;48.5811830213436;10.4889929294586
Bayern;Rosenheim;1205;Dießen;MDIN;6;Bahnhofstr. 15;86911;Dießen a. Ammersee;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.9502364373827;11.1080119088919
Bayern;Augsburg;1222;Dinkelscherben;MDKS;5;Bahnhofstr. 6;86424;Dinkelscherben;Bayerische Eisenbahngesellschaft mbH;AVV;nein;ja;48.3422145279774;10.5881742123635
Bayern;Rosenheim;1256;Dollnstein;MDO;6;Bahnhofstr. 8;91795;Dollnstein;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;48.8713358470582;11.0788840485475
Bayern;Augsburg;1209;Dietmannsried;MDRD;6;Bahnhofstr. 32;87463;Dietmannsried;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.8128602219885;10.2905215666844
Bayern;München;1153;Deisenhofen;MDS;4;Bahnhofsplatz 1;82041;Oberhaching;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.0195783449089;11.5835591783891
Bayern;Augsburg;1265;Donauwörth;MDT;4;Bahnhofstr. 34;86609;Donauwörth;Bayerische Eisenbahngesellschaft mbH;AVV;ja;ja;48.7142467387067;10.7707927093301
Bayern;Augsburg;1391;Durach;MDUH;6;Bahnhofstr. 3;87471;Durach;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.6963993328812;10.3438568115234
Bayern;Rosenheim;1504;Eichstätt Bahnhof;MEB;4;Bahnhofstr. 6;85072;Eichstätt;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;48.8697520874624;11.1634817118639
Bayern;Augsburg;1430;Ebenhofen;MEBH;7;Bahnhofstr. 1 ;87640;Biessenhofen;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.8148404496567;10.6185078620911
Bayern;Augsburg;1434;Ebermergen;MEBM;7;Bahnweg 1;86655;Harburg (Schwaben);Bayerische Eisenbahngesellschaft mbH;0;nein;ja;48.756520429511;10.710888103563
Bayern;München;1429;Ebenhausen-Schäftlarn;MEBS;6;Poststr. 1;82067;Schäftlarn;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;47.9786771409256;11.4536654949188
Bayern;München;1450;Eching;MEC;5;Am Bahnhof;84174;Eching;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.3030233964447;11.6167358376763
Bayern;Rosenheim;1677;Eschenlohe;MECH;6;Bahnhofstr. 15;82438;Eschenlohe;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.6016772405343;11.1877781152725
Bayern;Südostbayernbahn (SOB);1466;Edling;MEDL;6;;;;Bayrische Eisenbahn Gesellschaft;BEG;nein;ja;48.0584763903639;12.1631128191894
Bayern;Südostbayernbahn (SOB);8209;Eggenfelden Mitte;MEFM;6;;;;Bayrische Eisenbahn Gesellschaft;BEG;nein;ja;48.4061402313299;12.767624258995
Bayern;München;1440;Ebersberg (Oberbay);MEG;4;Bahnhofstr. 3;85560;Ebersberg (Oberbay);Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.0749627833596;11.9704437432233
Bayern;Südostbayernbahn (SOB);1474;Eggenfelden;MEGF;6;;;;Bayrische Eisenbahn Gesellschaft;BEG;nein;ja;48.4038539230397;12.7485278248787
Bayern;Südostbayernbahn (SOB);1600;Engertsham;MEGH;6;;;;Bayrische Eisenbahn Gesellschaft;BEG;nein;ja;48.4738530589039;13.358843922615
Bayern;Südostbayernbahn (SOB);1477;Egglkofen;MEGK;6;;;;Bayrische Eisenbahn Gesellschaft;BEG;nein;ja;48.3957468214105;12.4461258924021
Bayern;München;1481;Eglharting;MEGL;4;Forstweg 16;85614;Kirchseeon;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.0823757954398;11.8638064788203
Bayern;Regensburg;1478;Eggmühl;MEGM;5;Bahnhofstr. 11;84069;Schierling;Bayerische Eisenbahngesellschaft mbH;RVV;nein;ja;48.8368514438381;12.1827962994575
Bayern;München;4250;München-Englschalking;MEGS;5;Arabellastr. 21-23;81925;München;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.1569897906134;11.6483446907002
Bayern;Rosenheim;1540;Eitensheim;MEI;6;Bahnhofstrasse 16;85117;Eitensheim;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;48.8158663123449;11.3195037841797
Bayern;München;1498;Eichenau (Oberbay);MEIC;5;Bahnhofstr. 1;82223;Eichenau (Oberbay);Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.1793865249404;11.3279867246365
Bayern;Rosenheim;1482;Egling;MELG;6;Bahnhofstr. 32;86492;Egling;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;48.1908225932498;10.9763646125793
Bayern;Augsburg;1555;Ellzee;MELZ;7;Am Bahnhof 1;89352;Ellzee;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;48.3418238068368;10.3385177525607
Bayern;Augsburg;1609;Enzisweiler;MENW;6;Untere Steig 4;88131;Bodolz;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.5641308489993;9.66528654098511
Bayern;München;1626;Erding;MER;6;Am Bahnhof 4;85435;Erding;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.3035989711988;11.912379830154
Bayern;Regensburg;1640;Ergoldsbach;MERB;5;Bahnhofstr. 3;84061;Ergoldsbach;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;48.6940255540436;12.2018283605576
Bayern;Rosenheim;1660;Ernsgaden;MERG;6;Bahnhofstrasse 13;85119;Ernsgaden;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;48.7333627419918;11.5735734171337
Bayern;München;1720;Esting;MESG;4;;82140;Esting;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.2122005260389;11.3169393315911
Bayern;München;1719;Vierkirchen-Esterhofen;MESH;5;Bahnhofstr.;85256;Vierkirchen;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.3612307561126;11.4452454466985
Bayern;Rosenheim;1505;Eichstätt Stadt;MEST;6;Bahnhofplatz 17;85072;Eichstätt;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;48.8930069699332;11.1797770857811
Bayern;München;1630;Erdweg;MEWG;6;Hauptstr.;85253;Erdweg;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.333078356463;11.3042593002319
Bayern;Südostbayernbahn (SOB);1531;Eisenärzt;MEZT;6;;;;Bayrische Eisenbahn Gesellschaft;BEG;nein;ja;47.7964303252344;12.6382783055306
Bayern;München;1770;Feldafing;MFA;5;Bahnhofstr. 70;82340;Feldafing;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;47.9469420589197;11.2902150345298
Bayern;München;4251;München-Fasanerie;MFAS;5;Feldmochinger Str. 216;80995;München;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.1977727080121;11.5258299458764
Bayern;München;1977;Fürstenfeldbruck;MFB;4;Bahnhofstr. 24;82256;Fürstenfeldbruck;Bayerische Eisenbahngesellschaft mbH;MVV;nein;ja;48.1717338665918;11.2624009644113
Bayern;Rosenheim;1801;Fischbachau;MFBU;6;Bahnhofstr. 30;83730;Fischbachau;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;47.7056764682998;11.9332283735275
Bayern;Rosenheim;1764;Farchant;MFCH;6;Bahnhofstraße 7;82490;Farchant;Bayerische Eisenbahngesellschaft mbH;0;nein;nein;47.5310711451726;11.1149089473411
