BahnhofsId;Bahnhofname;Position;Latitude;Longitude
SNode-1470482;Flensburg                                         ;54.773972323885 9.436112337536;54.773972323885;9.436112337536
SNode-1470515;Kiel Hbf                                          ;54.314873425916 10.131438506488;54.314873425916;10.131438506488
SNode-1470523;Kiel Hbf                                          ;54.314863789498 10.132014812370;54.314863789498;10.132014812370
SNode-1470545;Meimersdorf Ost                                   ;54.292480346787 10.134461650143;54.292480346787;10.134461650143
SNode-1470633;Lübeck Hbf                                        ;53.867448356436 10.669974143876;53.867448356436;10.669974143876
SNode-1470634;Lübeck Hbf                                        ;53.867866725224 10.669512813946;53.867866725224;10.669512813946
SNode-1470647;Lübeck-Travemünde Strand                          ;53.965025091333 10.876117784172;53.965025091333;10.876117784172
SNode-1470817;Klanxbüll                                         ;54.861824712243 8.676915589240;54.861824712243;8.676915589240
SNode-1470836;Hamburg-Altona                                    ;53.552561160842 9.934676157830;53.552561160842;9.934676157830
SNode-1470841;Kiel Hbf                                          ;54.314937867823 10.131924450102;54.314937867823;10.131924450102
SNode-1470875;Hamburg Diebsteich                                ;53.569006535957 9.934241720660;53.569006535957;9.934241720660
SNode-1470878;Thesdorf                                          ;53.644513317688 9.813720362866;53.644513317688;9.813720362866
SNode-1470924;Hamburg Dammtor (S-Bahn)                          ;53.560919223293 9.989741039006;53.560919223293;9.989741039006
SNode-1470981;Hamburg Süderelbbrücke                            ;53.479431982195 10.001268538844;53.479431982195;10.001268538844
SNode-1470984;Meckelfeld                                        ;53.421451364872 10.033468206012;53.421451364872;10.033468206012
SNode-1471002;Hamburg Königstraße                               ;53.547846228603 9.944054446924;53.547846228603;9.944054446924
SNode-1471014;Hamburg-Hammerbrook                               ;53.546442352888 10.023713636373;53.546442352888;10.023713636373
SNode-1471019;Hamburg-Neuwiedenthal                             ;53.473054297720 9.877477988296;53.473054297720;9.877477988296
SNode-1471024;Hamburg-Harburg (S-Bahn)                          ;53.456907857213 9.991829592298;53.456907857213;9.991829592298
SNode-1471028;Hamburg-Heimfeld                                  ;53.465449096701 9.963187845699;53.465449096701;9.963187845699
SNode-1471033;Hamburg-Harburg (S-Bahn)                          ;53.456746985053 9.991875260680;53.456746985053;9.991875260680
SNode-1471037;Hamburg-Heimfeld                                  ;53.465315061743 9.963149783430;53.465315061743;9.963149783430
SNode-1471071;Bremerhaven-Speckenbüttel                         ;53.591752523829 8.591240466035;53.591752523829;8.591240466035
SNode-1471129;Oldenburg (Oldb) Hbf                              ;53.144108338412 8.222689027628;53.144108338412;8.222689027628
SNode-1471175;Nordenham                                         ;53.483685077267 8.487468420250;53.483685077267;8.487468420250
SNode-1471196;Wilhelmshaven                                     ;53.518761741502 8.115716979482;53.518761741502;8.115716979482
SNode-1471205;Wangerooge                                        ;53.787774951479 7.899070991986;53.787774951479;7.899070991986
SNode-1471209;Wangerooge Saline                                 ;53.789188785554 7.877754677922;53.789188785554;7.877754677922
SNode-1471213;Wilhelmshaven Ölweiche                            ;53.596532546065 8.081901637416;53.596532546065;8.081901637416
SNode-1471230;Norden                                            ;53.586762877582 7.221086555854;53.586762877582;7.221086555854
SNode-1471255;Osnabrück Stahlwerkskurve                         ;52.273425788440 8.090326749434;52.273425788440;8.090326749434
SNode-1471263;Hannover Hbf                                      ;52.377424713269 9.742200913798;52.377424713269;9.742200913798
SNode-1471299;Hannover Hbf                                      ;52.376671797185 9.741244499127;52.376671797185;9.741244499127
SNode-1471303;Hannover Hbf                                      ;52.377095780702 9.741783212942;52.377095780702;9.741783212942
SNode-1471312;Hannover-Hainholz                                 ;52.397333806933 9.701467050095;52.397333806933;9.701467050095
SNode-1471334;Soltau (Han)                                      ;52.982886547462 9.831078462678;52.982886547462;9.831078462678
SNode-1471611;Göttingen                                         ;51.536670009006 9.926597360782;51.536670009006;9.926597360782
SNode-1471741;Northeim (Han)                                    ;51.703214928050 9.986916415651;51.703214928050;9.986916415651
SNode-1471788;Vlotho                                            ;52.172463040136 8.863974167635;52.172463040136;8.863974167635
SNode-1471800;Braunschweig Hbf                                  ;52.252031525300 10.540562009379;52.252031525300;10.540562009379
SNode-1471805;Braunschweig Hbf                                  ;52.252306080816 10.540104313301;52.252306080816;10.540104313301
SNode-1471815;Vienenburg                                        ;51.954910548706 10.561749890729;51.954910548706;10.561749890729
SNode-1471890;Salzgitter-Bad                                    ;52.049802784871 10.372328237058;52.049802784871;10.372328237058
SNode-1471894;Bad Gandersheim                                   ;51.867387973187 10.019973930936;51.867387973187;10.019973930936
SNode-1471917;Uelzen                                            ;52.970065826229 10.552908107592;52.970065826229;10.552908107592
SNode-1471956;Münster (Westf) Hbf                               ;51.956504164482 7.636082368325;51.956504164482;7.636082368325
SNode-1471978;Gronau (Westf)                                    ;52.215177632680 7.022452850513;52.215177632680;7.022452850513
SNode-1472085;Dortmund Süd                                      ;51.508798533686 7.474639267963;51.508798533686;7.474639267963
SNode-1472121;Witten Hbf                                        ;51.435342980281 7.329224960383;51.435342980281;7.329224960383
SNode-1472138;Bochum West                                       ;51.481384311770 7.211306813049;51.481384311770;7.211306813049
SNode-1472155;Bochum Hbf                                        ;51.478505582724 7.223215532697;51.478505582724;7.223215532697
SNode-1472164;Bochum Hbf                                        ;51.478642323131 7.223055503891;51.478642323131;7.223055503891
SNode-1472173;Essen Hbf                                         ;51.451348592550 7.013871457797;51.451348592550;7.013871457797
SNode-1472180;Essen Hbf                                         ;51.451576553430 7.013821810426;51.451576553430;7.013821810426
SNode-1472185;Essen-Werden                                      ;51.386912545392 6.997833140909;51.386912545392;6.997833140909
SNode-1472217;Essen-Kray Nord                                   ;51.469486907581 7.080676625316;51.469486907581;7.080676625316
SNode-1472220;Gelsenkirchen-Rotthausen                          ;51.492690857168 7.089059713359;51.492690857168;7.089059713359
SNode-1472239;Mülheim (Ruhr)-Styrum                             ;51.449024066622 6.852483117438;51.449024066622;6.852483117438
SNode-1472247;Bochum Hbf                                        ;51.478283116109 7.223490860213;51.478283116109;7.223490860213
SNode-1472387;Dortmund-Somborn                                  ;51.495893472449 7.351230785601;51.495893472449;7.351230785601
SNode-1472393;Recklinghausen Süd                                ;51.562125102034 7.195690756408;51.562125102034;7.195690756408
SNode-1472424;Gelsenkirchen Hugo                                ;51.540153670734 7.067159216468;51.540153670734;7.067159216468
SNode-1472464;Essen-Vogelheim                                   ;51.484795506334 6.984108629570;51.484795506334;6.984108629570
SNode-1472486;Mecklenbeck                                       ;51.923206693844 7.572587495089;51.923206693844;7.572587495089
SNode-1472499;Oberhausen Hbf                                    ;51.474928964039 6.851489961335;51.474928964039;6.851489961335
SNode-1472552;Mülheim (Ruhr)-Styrum                             ;51.449310057219 6.852699320449;51.449310057219;6.852699320449
SNode-1472556;Mülheim (Ruhr)-Styrum                             ;51.449057492728 6.852526286528;51.449057492728;6.852526286528
SNode-1472594;Duisburg-Hochfeld Süd Vorbahnhof                  ;51.412245721489 6.776348647000;51.412245721489;6.776348647000
SNode-1472595;Mülheim (Ruhr)-Styrum                             ;51.449342543714 6.852740279355;51.449342543714;6.852740279355
SNode-1472602;Duisburg-Ruhrort Hafen                            ;51.460260803201 6.794425565157;51.460260803201;6.794425565157
SNode-1472708;Rheinkamp                                         ;51.503465788412 6.624594074223;51.503465788412;6.624594074223
SNode-1472715;Millingen                                         ;51.559946234686 6.556832564077;51.559946234686;6.556832564077
SNode-1472761;Bochum-Dahlhausen                                 ;51.426350920417 7.141397200592;51.426350920417;7.141397200592
SNode-1472782;Düsseldorf Hbf                                    ;51.219493760241 6.794380720497;51.219493760241;6.794380720497
SNode-1472785;Düsseldorf Hbf                                    ;51.219687254377 6.794009330680;51.219687254377;6.794009330680
SNode-1472788;Düsseldorf-Derendorf                              ;51.246875039535 6.794378257464;51.246875039535;6.794378257464
SNode-1472793;Düsseldorf Flughafen Terminal                     ;51.277661100485 6.765984259119;51.277661100485;6.765984259119
SNode-1472808;Düsseldorf-Eller                                  ;51.202661794634 6.851973576335;51.202661794634;6.851973576335
SNode-1472822;Düsseldorf Hbf                                    ;51.220049893015 6.793258023614;51.220049893015;6.793258023614
SNode-1472838;Gevelsberg West                                   ;51.317116018242 7.312796037844;51.317116018242;7.312796037844
SNode-1472853;Krefeld-Oppum                                     ;51.329799903645 6.611442829082;51.329799903645;6.611442829082
SNode-1472864;Mülheim (Ruhr)-Speldorf                           ;51.426630930409 6.850532801371;51.426630930409;6.850532801371
SNode-1472938;Wuppertal-Unterbarmen                             ;51.258809725183 7.171169525759;51.258809725183;7.171169525759
SNode-1472963;Lindern Abzw                                      ;50.999227463215 6.216146050666;50.999227463215;6.216146050666
SNode-1473093;Bedburg (Erft)                                    ;50.987475225236 6.572706446565;50.987475225236;6.572706446565
SNode-1473113;Zülpich                                           ;50.698094898594 6.662468074422;50.698094898594;6.662468074422
SNode-1473115;Köln Hbf                                          ;50.942905046383 6.959362192112;50.942905046383;6.959362192112
SNode-1473144;Köln Hbf                                          ;50.942700575722 6.958882884427;50.942700575722;6.958882884427
SNode-1473223;Köln Hbf                                          ;50.943034128070 6.959679545567;50.943034128070;6.959679545567
SNode-1473271;Köln Hbf                                          ;50.942790875192 6.959100642653;50.942790875192;6.959100642653
SNode-1473282;Köln Messe/Deutz                                  ;50.940877727653 6.974527616103;50.940877727653;6.974527616103
SNode-1473334;Köln Hbf                                          ;50.942583418384 6.958651162663;50.942583418384;6.958651162663
SNode-1473366;Usch-Zendscheid                                   ;50.102757047504 6.602833374943;50.102757047504;6.602833374943
SNode-1473543;Overath                                           ;50.932633406510 7.288854435668;50.932633406510;7.288854435668
SNode-1473557;Köln Messe/Deutz                                  ;50.940900471611 6.974532613383;50.940900471611;6.974532613383
SNode-1473558;Köln Messe/Deutz                                  ;50.941021292317 6.974567854200;50.941021292317;6.974567854200
SNode-1473599;Köln Messe/Deutz                                  ;50.941225640071 6.974623877732;50.941225640071;6.974623877732
SNode-1473630;Köln-Kalk Nord                                    ;50.939681488937 7.015605276359;50.939681488937;7.015605276359
SNode-1473684;Hilden                                            ;51.166918268241 6.921892874167;51.166918268241;6.921892874167
SNode-1473690;Leverkusen Werkstätte                             ;51.048219145895 7.014107115857;51.048219145895;7.014107115857
SNode-1473758;Remscheid Hbf                                     ;51.177228495244 7.199581102854;51.177228495244;7.199581102854
SNode-1473780;Gruiten                                           ;51.214517393258 7.011208492194;51.214517393258;7.011208492194
SNode-1473839;Hagen-Vorhalle                                    ;51.388231542352 7.433621464886;51.388231542352;7.433621464886
SNode-1473861;Hagen-Oberhagen                                   ;51.351039565352 7.478835242745;51.351039565352;7.478835242745
SNode-1473891;Gummersbach                                       ;51.023346817244 7.566407128246;51.023346817244;7.566407128246
SNode-1473908;Hagen Hbf                                         ;51.362777062067 7.460032700779;51.362777062067;7.460032700779
SNode-1473962;Menden (Sauerland)                                ;51.435252594161 7.792265253433;51.435252594161;7.792265253433
SNode-1473966;Fröndenberg                                       ;51.471213762205 7.761829742480;51.471213762205;7.761829742480
SNode-1473994;Finnentrop                                        ;51.173301063616 7.964544610125;51.173301063616;7.964544610125
SNode-1474033;Bad Laasphe                                       ;50.929278151478 8.420490753036;50.929278151478;8.420490753036
SNode-1474074;Bönen Autobahn                                    ;51.614128205686 7.768255262374;51.614128205686;7.768255262374
SNode-1474096;Soest                                             ;51.578478811963 8.104626609603;51.578478811963;8.104626609603
SNode-1474102;Hamm (Westf) Pbf                                  ;51.678133530758 7.808013143098;51.678133530758;7.808013143098
SNode-1474117;Salzbergen                                        ;52.323025225541 7.350833810524;52.323025225541;7.350833810524
SNode-1474160;Dissen-Bad Rothenfelde                            ;52.111959802506 8.185066774542;52.111959802506;8.185066774542
SNode-1474171;Brilon Egger                                      ;51.412721481834 8.606905709050;51.412721481834;8.606905709050
SNode-1474188;Altenbeken (Tunnel) Esig F/Asig X                 ;51.770064738384 8.958551643667;51.770064738384;8.958551643667
SNode-1474189;Volkmarsen                                        ;51.408067727192 9.117514162375;51.408067727192;9.117514162375
SNode-1474220;Wetter (Hess-Nass)                                ;50.903748778913 8.729208797840;50.903748778913;8.729208797840
SNode-1474325;Löhne (Westf) Pbf                                 ;52.196240423317 8.713599132980;52.196240423317;8.713599132980
SNode-1474336;Löhne (Westf) Pbf                                 ;52.196677870652 8.713379321096;52.196677870652;8.713379321096
SNode-1474366;Mayen Ost                                         ;50.329672977378 7.238877679021;50.329672977378;7.238877679021
SNode-1474377;Koblenz Hbf                                       ;50.350757805801 7.588203572624;50.350757805801;7.588203572624
SNode-1474439;Neuwied                                           ;50.431114470876 7.474153546752;50.431114470876;7.474153546752
SNode-1474462;Boppard-Buchholz                                  ;50.210772574507 7.554655903086;50.210772574507;7.554655903086
SNode-1474484;Karthaus Nordwest                                 ;49.706404175357 6.566872770779;49.706404175357;6.566872770779
SNode-1474486;Karthaus Nordost                                  ;49.709355568117 6.570622658134;49.709355568117;6.570622658134
SNode-1474487;Karthaus Moselbrücke                              ;49.704697083953 6.574663353131;49.704697083953;6.574663353131
SNode-1474522;Altenglan                                         ;49.547981310097 7.462200725210;49.547981310097;7.462200725210
SNode-1474533;Dillingen (Saar)                                  ;49.352490368888 6.722204327077;49.352490368888;6.722204327077
SNode-1474546;Saarbrücken-Burbach                               ;49.242076510584 6.956607052113;49.242076510584;6.956607052113
SNode-1474583;Saarbrücken Hbf                                   ;49.241381290602 6.991044684799;49.241381290602;6.991044684799
SNode-1474584;Saarbrücken Hbf                                   ;49.241249850257 6.991016033309;49.241249850257;6.991016033309
SNode-1474587;Saarbrücken Hbf                                   ;49.241575867821 6.991083915506;49.241575867821;6.991083915506
SNode-1474590;Saarbrücken Hbf                                   ;49.241002668543 6.990966816419;49.241002668543;6.990966816419
SNode-1474657;Illingen (Saar)                                   ;49.376296508230 7.048897749781;49.376296508230;7.048897749781
SNode-1474662;Frankfurt (Main) Süd                              ;50.099319641638 8.686164824473;50.099319641638;8.686164824473
SNode-1474667;Lebach                                            ;49.408283478434 6.908437322413;49.408283478434;6.908437322413
SNode-1474674;Homburg (Saar) Hbf                                ;49.328069880134 7.337028045083;49.328069880134;7.337028045083
SNode-1474687;Wörth (Rhein)                                     ;49.045732446247 8.273163965053;49.045732446247;8.273163965053
SNode-1474748;Lohnweiler                                        ;49.635797418021 7.599674559599;49.635797418021;7.599674559599
SNode-1474863;Grünstadt                                         ;49.564680049185 8.167676300507;49.564680049185;8.167676300507
SNode-1474967;Wiesbaden Hbf                                     ;50.070604699640 8.243451712800;50.070604699640;8.243451712800
SNode-1474969;Wiesbaden Hbf                                     ;50.070744605778 8.244045750034;50.070744605778;8.244045750034
SNode-1474977;Wiesbaden-Biebrich                                ;50.048801866720 8.236380142390;50.048801866720;8.236380142390
SNode-1475006;Filsen                                            ;50.238739727087 7.583449188795;50.238739727087;7.583449188795
SNode-1475081;Mainz Hbf                                         ;50.001274444349 8.258537370061;50.001274444349;8.258537370061
SNode-1475091;Frankfurt (Main) Hbf                              ;50.107225290460 8.662607432464;50.107225290460;8.662607432464
SNode-1475132;Mainz-Bischofsheim                                ;49.992854020675 8.357991136368;49.992854020675;8.357991136368
SNode-1475138;Mainz Hbf                                         ;50.001342515603 8.258735473322;50.001342515603;8.258735473322
SNode-1475143;Alzey                                             ;49.750189870883 8.109784429010;49.750189870883;8.109784429010
SNode-1475240;Worms Hbf                                         ;49.635332341048 8.356944997770;49.635332341048;8.356944997770
SNode-1475297;Frankfurt (Main) Hbf                              ;50.106566250502 8.663230636264;50.106566250502;8.663230636264
SNode-1475339;Burghaun (Kr Hünfeld)                             ;50.700570038458 9.727979880084;50.700570038458;9.727979880084
SNode-1475390;Flieden                                           ;50.421078209302 9.576857539667;50.421078209302;9.576857539667
SNode-1475402;Flieden                                           ;50.421345244061 9.576474530772;50.421345244061;9.576474530772
SNode-1475410;Frankfurt (Main) Hbf                              ;50.106716526632 8.663087419571;50.106716526632;8.663087419571
SNode-1475461;Frankfurt (Main) Hbf (tief)                       ;50.107339722416 8.662753869498;50.107339722416;8.662753869498
SNode-1475522;Frankfurt (Main) Hbf                              ;50.107343122845 8.662438381426;50.107343122845;8.662438381426
SNode-1475579;Dreieich-Buchschlag                               ;50.021604236894 8.661155892977;50.021604236894;8.661155892977
SNode-1475599;Frankfurt (Main) Süd                              ;50.099115526460 8.686391876704;50.099115526460;8.686391876704
SNode-1475626;Rödermark-Ober Roden                              ;49.973198782233 8.829093795665;49.973198782233;8.829093795665
SNode-1475705;Frankfurt (Main) Süd                              ;50.099511067964 8.685967019564;50.099511067964;8.685967019564
SNode-1475824;Niederlahnstein                                   ;50.316432927184 7.599603771205;50.316432927184;7.599603771205
SNode-1475865;Friedberg (Hess)                                  ;50.332829875142 8.761274619250;50.332829875142;8.761274619250
SNode-1475917;Bebra Lämmerberg Abzw                             ;50.952027765563 9.798359012554;50.952027765563;9.798359012554
SNode-1475923;Blankenheim                                       ;50.935396004461 9.778057692528;50.935396004461;9.778057692528
SNode-1475986;Kassel Hbf                                        ;51.318313195459 9.489876027307;51.318313195459;9.489876027307
SNode-1476048;Frankfurt (Main) Hbf                              ;50.106804866753 8.663010702850;50.106804866753;8.663010702850
SNode-1476058;Volkmarsen                                        ;51.408067367394 9.117514398533;51.408067367394;9.117514398533
SNode-1476067;Altenhasungen                                     ;51.343661192712 9.225458466098;51.343661192712;9.225458466098
SNode-1476143;Karlsruhe Hbf                                     ;48.993517837039 8.401960086457;48.993517837039;8.401960086457
SNode-1476245;Mannheim Hbf                                      ;49.479305581943 8.469405202586;49.479305581943;8.469405202586
SNode-1476249;Mannheim Hbf                                      ;49.479438940296 8.469582801688;49.479438940296;8.469582801688
SNode-1476285;Mannheim Hbf                                      ;49.479337536059 8.469451409901;49.479337536059;8.469451409901
SNode-1476370;Mannheim Hbf                                      ;49.479207407735 8.469272296967;49.479207407735;8.469272296967
SNode-1476448;Erbach (Odenw)                                    ;49.656763572300 8.989770639834;49.656763572300;8.989770639834
SNode-1476529;Würzburg-Heidingsfeld West                        ;49.762687000386 9.942254298281;49.762687000386;9.942254298281
SNode-1476534;Bruchsal                                          ;49.124634627597 8.589484274734;49.124634627597;8.589484274734
SNode-1476587;Karlsruhe Gbf                                     ;48.996674804878 8.424765482194;48.996674804878;8.424765482194
SNode-1476607;Donaueschingen                                    ;47.947911349569 8.498804298317;47.947911349569;8.498804298317
SNode-1476660;Appenweier Kurve                                  ;48.543191203309 7.965415100453;48.543191203309;7.965415100453
SNode-1476668;Appenweier-Muhrhaag                               ;48.535988596467 7.971489423648;48.535988596467;7.971489423648
SNode-1476690;Schliengen Abzweig Rtb/NBS                        ;47.766660618640 7.572181537394;47.766660618640;7.572181537394
SNode-1476948;Plochingen                                        ;48.712805469883 9.410989466302;48.712805469883;9.410989466302
SNode-1476983;Horb                                              ;48.441424927849 8.689200406024;48.441424927849;8.689200406024
SNode-1477110;Stuttgart Hbf                                     ;48.784491773332 9.181051345438;48.784491773332;9.181051345438
SNode-1477133;Stuttgart Hbf                                     ;48.783661121787 9.182844159466;48.783661121787;9.182844159466
SNode-1477137;Stuttgart Hbf                                     ;48.783937689057 9.182145470956;48.783937689057;9.182145470956
SNode-1477281;Stuttgart Hbf                                     ;48.784032934502 9.181912808606;48.784032934502;9.181912808606
SNode-1477295;Stuttgart Hbf                                     ;48.783753221773 9.182611039348;48.783753221773;9.182611039348
SNode-1477309;Stuttgart Hbf                                     ;48.784284566366 9.181283159292;48.784284566366;9.181283159292
SNode-1477345;Weil der Stadt                                    ;48.754830430394 8.872110175979;48.754830430394;8.872110175979
SNode-1477366;Stuttgart-Zazenhausen                             ;48.844856433998 9.182439828632;48.844856433998;9.182439828632
SNode-1477413;Stuttgart Hbf                                     ;48.784181906808 9.181541836652;48.784181906808;9.181541836652
SNode-1477472;Hochdorf (b Horb)                                 ;48.482182327118 8.723148777998;48.482182327118;8.723148777998
SNode-1477543;Waiblingen                                        ;48.826500074756 9.300314737260;48.826500074756;9.300314737260
SNode-1477551;Backnang                                          ;48.942627873557 9.426036546870;48.942627873557;9.426036546870
SNode-1477565;Marbach (Neckar)                                  ;48.943613009233 9.264330539750;48.943613009233;9.264330539750
SNode-1477585;Crailsheim                                        ;49.138489661467 10.063952373455;49.138489661467;10.063952373455
SNode-1477611;Buchloe                                           ;48.033709496515 10.716307663790;48.033709496515;10.716307663790
SNode-1477626;Crailsheim                                        ;49.138498079041 10.064707318733;49.138498079041;10.064707318733
SNode-1477643;Neuenmarkt-Wirsberg Süd                           ;50.084416086671 11.590527996320;50.084416086671;11.590527996320
SNode-1477691;Marxgrün                                          ;50.354978955934 11.686570283525;50.354978955934;11.686570283525
SNode-1477711;Weiden (Oberpf)                                   ;49.670462068238 12.153979928665;49.670462068238;12.153979928665
SNode-1477749;Pressath                                          ;49.764098279386 11.939088202655;49.764098279386;11.939088202655
SNode-1477796;Bamberg                                           ;49.900821461486 10.899536273373;49.900821461486;10.899536273373
SNode-1477847;Schweinfurt Stadt                                 ;50.046295670296 10.242979369582;50.046295670296;10.242979369582
SNode-1477881;Neustadt (b Coburg)                               ;50.332785576735 11.121574651239;50.332785576735;11.121574651239
SNode-1477893;Würzburg Hbf                                      ;49.801843559853 9.935817980062;49.801843559853;9.935817980062
SNode-1477947;Diebach                                           ;50.128712678760 9.838415554912;50.128712678760;9.838415554912
SNode-1477955;Gemünden Zollberg                                 ;50.062408305893 9.680886350775;50.062408305893;9.680886350775
SNode-1477960;Burgsinn Bbf                                      ;50.123591853301 9.660491779873;50.123591853301;9.660491779873
SNode-1478055;Schweinsdorf                                      ;49.400801587559 10.227195871319;49.400801587559;10.227195871319
SNode-1478063;Augsburg Hbf                                      ;48.365280426791 10.885672201914;48.365280426791;10.885672201914
SNode-1478070;Donauwörth                                        ;48.714007670800 10.771465532388;48.714007670800;10.771465532388
SNode-1478081;Augsburg Hbf                                      ;48.365410767547 10.886016995117;48.365410767547;10.886016995117
SNode-1478119;Meitingen Stahlwerk                               ;48.509402994082 10.847997607344;48.509402994082;10.847997607344
SNode-1478134;Treuchtlingen                                     ;48.961128560971 10.908203468676;48.961128560971;10.908203468676
SNode-1478153;Treuchtlingen                                     ;48.961157399477 10.907993361824;48.961157399477;10.907993361824
SNode-1478199;Gunzenhausen                                      ;49.120274943880 10.754871379931;49.120274943880;10.754871379931
SNode-1478203;Langlau                                           ;49.118749631088 10.859300693904;49.118749631088;10.859300693904
SNode-1478221;Ellzee                                            ;48.342302527364 10.338276181330;48.342302527364;10.338276181330
SNode-1478235;Krumbach (Schwab) Schule                          ;48.235652896403 10.360719081646;48.235652896403;10.360719081646
SNode-1478258;Hausen (Schwab)                                   ;48.100805663334 10.482863984184;48.100805663334;10.482863984184
SNode-1478262;Buchloe                                           ;48.033758037001 10.716165269962;48.033758037001;10.716165269962
SNode-1478305;Kempten (Allgäu) Hbf                              ;47.711812552680 10.317679297636;47.711812552680;10.317679297636
SNode-1478308;Martinszell (Allgäu)                              ;47.629545987134 10.273913412268;47.629545987134;10.273913412268
SNode-1478344;Lindau Hbf                                        ;47.544252082012 9.680540673999;47.544252082012;9.680540673999
SNode-1478377;Geltendorf                                        ;48.105894644843 11.038057022718;48.105894644843;11.038057022718
SNode-1478384;Riederau                                          ;47.982583140664 11.097157189907;47.982583140664;11.097157189907
SNode-1478396;Weichering                                        ;48.720643295330 11.330424012005;48.720643295330;11.330424012005
SNode-1478450;Memmingen                                         ;47.985856017711 10.186871486246;47.985856017711;10.186871486246
SNode-1478500;Lindau Hbf                                        ;47.544363166471 9.681041625119;47.544363166471;9.681041625119
SNode-1478506;München Hbf                                       ;48.140865601207 11.558829302583;48.140865601207;11.558829302583
SNode-1478509;Biessenhofen Abzweig                              ;47.834255704614 10.642519698837;47.834255704614;10.642519698837
SNode-1478510;Biessenhofen                                      ;47.829909453729 10.640557331738;47.829909453729;10.640557331738
SNode-1478514;Marktoberdorf                                     ;47.779049477851 10.614216240615;47.779049477851;10.614216240615
SNode-1478535;Murnau                                            ;47.681891968772 11.193005304600;47.681891968772;11.193005304600
SNode-1478562;Tutzing                                           ;47.906790434291 11.272726473810;47.906790434291;11.272726473810
SNode-1478570;Bichl                                             ;47.723844406448 11.408787072781;47.723844406448;11.408787072781
SNode-1478600;Landshut (Bay) Hbf                                ;48.547544848350 12.135899812908;48.547544848350;12.135899812908
SNode-1478629;München Hbf                                       ;48.140551441216 11.558771114658;48.140551441216;11.558771114658
SNode-1478688;München Hbf                                       ;48.140129405444 11.558689828181;48.140129405444;11.558689828181
SNode-1478729;Garmisch-Partenkirchen                            ;47.491250058116 11.097135765962;47.491250058116;11.097135765962
SNode-1478753;München-Laim Rbf                                  ;48.145141900944 11.501958540981;48.145141900944;11.501958540981
SNode-1478803;Icking                                            ;47.952954401351 11.436489298649;47.952954401351;11.436489298649
SNode-1478811;München Hbf                                       ;48.139944522490 11.558663120875;48.139944522490;11.558663120875
SNode-1478860;München-Pasing                                    ;48.149709031214 11.461400440067;48.149709031214;11.461400440067
SNode-1478866;München-Laim Rbf                                  ;48.145022869380 11.501930914403;48.145022869380;11.501930914403
SNode-1478867;München-Laim Rbf                                  ;48.144864872830 11.501871020275;48.144864872830;11.501871020275
SNode-1478879;München-Pasing Ost                                ;48.146405710764 11.482645013168;48.146405710764;11.482645013168
SNode-1478892;München Hbf tief                                  ;48.141545933901 11.559186911599;48.141545933901;11.559186911599
SNode-1478926;Germering-Unterpfaffenhofen                       ;48.128857174426 11.364068560462;48.128857174426;11.364068560462
SNode-1478951;München-Pasing                                    ;48.150119657012 11.461706551311;48.150119657012;11.461706551311
SNode-1478953;München-Pasing                                    ;48.149887236690 11.461508851941;48.149887236690;11.461508851941
SNode-1478965;Dachau Bahnhof                                    ;48.254719547448 11.444211715202;48.254719547448;11.444211715202
SNode-1478966;Dachau Bahnhof                                    ;48.254706257970 11.444087998507;48.254706257970;11.444087998507
SNode-1478982;München Ost Frankenwaldstraße                     ;48.101638163073 11.600780113420;48.101638163073;11.600780113420
SNode-1478996;München Ost Pbf                                   ;48.127307022924 11.604922670630;48.127307022924;11.604922670630
SNode-1479001;München Ost Pbf                                   ;48.127641212808 11.604735356464;48.127641212808;11.604735356464
SNode-1479017;München-Trudering                                 ;48.126061202649 11.663075921929;48.126061202649;11.663075921929
SNode-1479020;Grafing Bahnhof                                   ;48.043460230353 11.940251765162;48.043460230353;11.940251765162
SNode-1479033;München Flughafen West                            ;48.350609556389 11.744915817639;48.350609556389;11.744915817639
SNode-1479040;München-Johanneskirchen                           ;48.168235472622 11.645819875672;48.168235472622;11.645819875672
SNode-1479057;München Nord Rbf Forstweg                         ;48.203928121160 11.469436546393;48.203928121160;11.469436546393
SNode-1479078;Markt Schwaben                                    ;48.193127897167 11.861572706949;48.193127897167;11.861572706949
SNode-1479081;Thann-Matzbach                                    ;48.266509243453 12.047667889961;48.266509243453;12.047667889961
SNode-1479114;Markt Schwaben                                    ;48.193194100739 11.861442804813;48.193194100739;11.861442804813
SNode-1479154;Miesbach                                          ;47.790466870144 11.830669487276;47.790466870144;11.830669487276
SNode-1479169;Holzkirchen                                       ;47.884512113184 11.697469952283;47.884512113184;11.697469952283
SNode-1479174;Westerham                                         ;47.903876046500 11.828475680763;47.903876046500;11.828475680763
SNode-1479183;Mallersdorf                                       ;48.768190863237 12.257155183458;48.768190863237;12.257155183458
SNode-1479205;Landshut (Bay) Hbf                                ;48.547383046210 12.135932040795;48.547383046210;12.135932040795
SNode-1479207;Altheim (Niederbay)                               ;48.584014158426 12.197896865821;48.584014158426;12.197896865821
SNode-1479215;Plattling                                         ;48.779674191003 12.863949592140;48.779674191003;12.863949592140
SNode-1479237;Zwiesel (Bay)                                     ;49.020988781812 13.226408192691;49.020988781812;13.226408192691
SNode-1479245;Rosenheim                                         ;47.850148575689 12.119361945904;47.850148575689;12.119361945904
