BahnhofsId;Bahnhofname;Position;Latitude;Longitude
SNode-1486177;Rheydt Hbf                                        ;51.163043360473 6.439848279966;51.163043360473;6.439848279966
SNode-1486178;Mönchengladbach Hbf                               ;51.196480033891 6.446197486741;51.196480033891;6.446197486741
SNode-1486179;Mönchengladbach-Lürrip                            ;51.199669263403 6.472034215854;51.199669263403;6.472034215854
SNode-1486180;Korschenbroich                                    ;51.195620670796 6.511854666958;51.195620670796;6.511854666958
SNode-1486181;Kleinenbroich                                     ;51.195643981119 6.552149533878;51.195643981119;6.552149533878
SNode-1486182;Büttgen                                           ;51.197205749971 6.606272340410;51.197205749971;6.606272340410
SNode-1486183;Düsseldorf-Bilk                                   ;51.207872339675 6.774830049525;51.207872339675;6.774830049525
SNode-1486184;Düsseldorf Hbf                                    ;51.219848708284 6.793688707830;51.219848708284;6.793688707830
SNode-1486185;Düsseldorf-Gerresheim                             ;51.220392825667 6.864869319939;51.220392825667;6.864869319939
SNode-1486186;Wuppertal-Vohwinkel                               ;51.233946794212 7.071840801943;51.233946794212;7.071840801943
SNode-1486187;Wuppertal Hbf                                     ;51.254586430794 7.150077422571;51.254586430794;7.150077422571
SNode-1486188;Wuppertal-Barmen                                  ;51.267011383021 7.194921678019;51.267011383021;7.194921678019
SNode-1486189;Wuppertal-Oberbarmen                              ;51.273984143609 7.221471447323;51.273984143609;7.221471447323
SNode-1486190;Schwelm                                           ;51.290585432619 7.289644975898;51.290585432619;7.289644975898
SNode-1486191;Ennepetal                                         ;51.304708323952 7.343590545099;51.304708323952;7.343590545099
SNode-1486192;Hagen-Haspe                                       ;51.343197242600 7.421909310156;51.343197242600;7.421909310156
SNode-1486193;Hagen Hbf                                         ;51.362702415651 7.460584620058;51.362702415651;7.460584620058
SNode-1486194;Westhofen (Westf)                                 ;51.416857517072 7.519440002467;51.416857517072;7.519440002467
SNode-1486195;Schwerte (Ruhr)                                   ;51.442225048382 7.559330868644;51.442225048382;7.559330868644
SNode-1486196;Schwerte (Ruhr) Ost                               ;51.451238058411 7.589171676077;51.451238058411;7.589171676077
SNode-1486197;Langschede                                        ;51.476517379604 7.705187547762;51.476517379604;7.705187547762
SNode-1486198;Fröndenberg                                       ;51.471414114748 7.762185324844;51.471414114748;7.762185324844
SNode-1486199;Wickede (Ruhr)                                    ;51.493172568239 7.869738045181;51.493172568239;7.869738045181
SNode-1486200;Neheim-Hüsten                                     ;51.437983171893 7.970022282367;51.437983171893;7.970022282367
SNode-1486201;Arnsberg (Westf)                                  ;51.405418993181 8.066909135272;51.405418993181;8.066909135272
SNode-1486202;Oeventrop                                         ;51.392441579299 8.132407260750;51.392441579299;8.132407260750
SNode-1486203;Freienohl                                         ;51.366404767687 8.169342308358;51.366404767687;8.169342308358
SNode-1486204;Wennemen                                          ;51.352157640258 8.191293542088;51.352157640258;8.191293542088
SNode-1486205;Meschede                                          ;51.349575605404 8.279081378702;51.349575605404;8.279081378702
SNode-1486206;Bestwig                                           ;51.361865938310 8.397651165424;51.361865938310;8.397651165424
SNode-1486207;Olsberg                                           ;51.360453163283 8.484199539762;51.360453163283;8.484199539762
SNode-1486208;Brilon Wald                                       ;51.349118369813 8.576116006319;51.349118369813;8.576116006319
SNode-1486209;Hoppecke                                          ;51.378119297296 8.640245899382;51.378119297296;8.640245899382
SNode-1486210;Messinghausen                                     ;51.393123216345 8.679828670438;51.393123216345;8.679828670438
SNode-1486211;Beringhausen                                      ;51.407765519817 8.751431493431;51.407765519817;8.751431493431
SNode-1486212;Bredelar                                          ;51.419289139339 8.776770410359;51.419289139339;8.776770410359
SNode-1486213;Marsberg                                          ;51.462728482143 8.854844480693;51.462728482143;8.854844480693
SNode-1486214;Westheim (Westf)                                  ;51.494511292020 8.910147442042;51.494511292020;8.910147442042
SNode-1486215;Scherfede                                         ;51.524740818544 9.046415409204;51.524740818544;9.046415409204
SNode-1486216;Warburg (Westf)                                   ;51.492921313689 9.163830238686;51.492921313689;9.163830238686
SNode-1486217;Liebenau (Bz Kassel)                              ;51.491836064012 9.273895653536;51.491836064012;9.273895653536
SNode-1486218;Lamerden                                          ;51.525177621745 9.328823320227;51.525177621745;9.328823320227
SNode-1486219;Hofgeismar-Hümme                                  ;51.542989433469 9.402100353179;51.542989433469;9.402100353179
SNode-1486220;Hofgeismar                                        ;51.499139338914 9.395505478426;51.499139338914;9.395505478426
SNode-1486221;Grebenstein                                       ;51.447735375691 9.419872854721;51.447735375691;9.419872854721
SNode-1486222;Immenhausen                                       ;51.426892019708 9.464393437005;51.426892019708;9.464393437005
SNode-1486223;Espenau-Mönchehof                                 ;51.390645329160 9.455962169114;51.390645329160;9.455962169114
SNode-1486224;Vellmar-Obervellmar                               ;51.359387198678 9.452888598719;51.359387198678;9.452888598719
SNode-1486225;Vellmar Osterberg/EKZ                             ;51.354251293937 9.460784916623;51.354251293937;9.460784916623
SNode-1486226;Kassel Jungfernkopf                               ;51.338939674872 9.463044057560;51.338939674872;9.463044057560
SNode-1486227;Kassel-Harleshausen                               ;51.332386524177 9.452181966137;51.332386524177;9.452181966137
SNode-1486228;Kassel-Kirchditmold                               ;51.324497292342 9.452207113472;51.324497292342;9.452207113472
SNode-1486229;Aachen West                                       ;50.780377527432 6.071040843116;50.780377527432;6.071040843116
SNode-1486230;Frimmersdorf                                      ;51.045706081998 6.566507901521;51.045706081998;6.566507901521
SNode-1486231;Gustorf                                           ;51.066973371462 6.569866278225;51.066973371462;6.569866278225
SNode-1486232;Grevenbroich                                      ;51.093263120821 6.580276137753;51.093263120821;6.580276137753
SNode-1486233;Kapellen-Wevelinghoven                            ;51.130437862685 6.622156580421;51.130437862685;6.622156580421
SNode-1486234;Holzheim (b Neuss)                                ;51.165622946551 6.664602526383;51.165622946551;6.664602526383
SNode-1486235;Neuss Hbf                                         ;51.204081467891 6.684780198005;51.204081467891;6.684780198005
SNode-1486236;Bedburg (Erft)                                    ;50.987481863449 6.572839803839;50.987481863449;6.572839803839
SNode-1486237;Glesch                                            ;50.971254816453 6.589621876106;50.971254816453;6.589621876106
SNode-1486238;Paffendorf                                        ;50.961700708534 6.606996417262;50.961700708534;6.606996417262
SNode-1486239;Zieverich                                         ;50.949302317688 6.625714718077;50.949302317688;6.625714718077
SNode-1486240;Bergheim (Erft)                                   ;50.951774889833 6.646253575229;50.951774889833;6.646253575229
SNode-1486241;Düren                                             ;50.809720880713 6.481826884348;50.809720880713;6.481826884348
SNode-1486242;Nemmenich                                         ;50.688151638092 6.681215049550;50.688151638092;6.681215049550
SNode-1486243;Köln-Ehrenfeld                                    ;50.951675214971 6.917205007436;50.951675214971;6.917205007436
SNode-1486244;Köln-Lövenich                                     ;50.943093663119 6.835245491557;50.943093663119;6.835245491557
SNode-1486245;Horrem                                            ;50.916346056003 6.713346127628;50.916346056003;6.713346127628
SNode-1486246;Dorsfeld                                          ;50.882510873767 6.626103392135;50.882510873767;6.626103392135
SNode-1486247;Buir (ehemals)                                    ;50.863193154182 6.576067269990;50.863193154182;6.576067269990
SNode-1486248;Düren                                             ;50.809469112086 6.482289171818;50.809469112086;6.482289171818
SNode-1486249;Langerwehe                                        ;50.817647868042 6.354716355369;50.817647868042;6.354716355369
SNode-1486250;Nothberg                                          ;50.806896079510 6.288909950469;50.806896079510;6.288909950469
SNode-1486251;Eschweiler Hbf                                    ;50.813553792540 6.251950785174;50.813553792540;6.251950785174
SNode-1486252;Stolberg (Rheinl) Hbf                             ;50.794908868304 6.218261736925;50.794908868304;6.218261736925
SNode-1486253;Eilendorf                                         ;50.785566947995 6.154558416097;50.785566947995;6.154558416097
SNode-1486254;Aachen-Rothe Erde                                 ;50.770269162184 6.116485548948;50.770269162184;6.116485548948
SNode-1486255;Aachen Hbf                                        ;50.767552447109 6.091199236431;50.767552447109;6.091199236431
SNode-1486256;Aachen Süd                                        ;50.747464119071 6.069299212432;50.747464119071;6.069299212432
SNode-1486257;Horrem                                            ;50.917131315687 6.713206276692;50.917131315687;6.713206276692
SNode-1486258;Quadrath-Ichendorf                                ;50.937866919047 6.686126979815;50.937866919047;6.686126979815
SNode-1486259;Köln Geldernstr/Parkgürtel                        ;50.968557240928 6.941401440315;50.968557240928;6.941401440315
SNode-1486260;Köln-Worringen                                    ;51.052329577990 6.851785238486;51.052329577990;6.851785238486
SNode-1486261;Dormagen Bayerwerk (Südbahnsteig)                 ;51.077034295464 6.838155988765;51.077034295464;6.838155988765
SNode-1486262;Dormagen                                          ;51.099823358108 6.814401624230;51.099823358108;6.814401624230
SNode-1486263;Nievenheim                                        ;51.123656159746 6.782202334661;51.123656159746;6.782202334661
SNode-1486264;Neuss Allerheiligen                               ;51.142674312591 6.756447466917;51.142674312591;6.756447466917
SNode-1486265;Norf                                              ;51.161175181727 6.730385222013;51.161175181727;6.730385222013
SNode-1486266;Neuss Süd                                         ;51.185783153872 6.690279605455;51.185783153872;6.690279605455
SNode-1486267;Meerbusch-Osterath                                ;51.269165829858 6.625864664688;51.269165829858;6.625864664688
SNode-1486268;Krefeld-Oppum                                     ;51.329677161046 6.611045354464;51.329677161046;6.611045354464
SNode-1486269;Krefeld Hbf                                       ;51.325583913991 6.569958498608;51.325583913991;6.569958498608
SNode-1486270;Kempen (Niederrhein)                              ;51.367905591276 6.425298523261;51.367905591276;6.425298523261
SNode-1486271;Aldekerk                                          ;51.435775123146 6.412505094195;51.435775123146;6.412505094195
SNode-1486272;Nieukerk                                          ;51.458069105293 6.375569964279;51.458069105293;6.375569964279
SNode-1486273;Geldern                                           ;51.513309363809 6.319299615179;51.513309363809;6.319299615179
SNode-1486274;Kevelaer                                          ;51.581030983685 6.252207254634;51.581030983685;6.252207254634
SNode-1486275;Weeze                                             ;51.624341861587 6.197835777427;51.624341861587;6.197835777427
SNode-1486276;Goch                                              ;51.681801614176 6.160866209486;51.681801614176;6.160866209486
SNode-1486277;Bedburg-Hau                                       ;51.757971521817 6.173412283814;51.757971521817;6.173412283814
SNode-1486278;Kleve                                             ;51.789690956689 6.146239741795;51.789690956689;6.146239741795
SNode-1486279;Pulheim                                           ;50.998029962240 6.797076755037;50.998029962240;6.797076755037
SNode-1486280;Stommeln                                          ;51.017967959025 6.752533179863;51.017967959025;6.752533179863
SNode-1486281;Rommerskirchen                                    ;51.039849007852 6.700697838718;51.039849007852;6.700697838718
SNode-1486282;Grevenbroich Erftwerk                             ;51.082264375524 6.618440173402;51.082264375524;6.618440173402
SNode-1486283;Jüchen                                            ;51.097083739797 6.500425220442;51.097083739797;6.500425220442
SNode-1486284;Hochneukirch                                      ;51.103305547275 6.466378462757;51.103305547275;6.466378462757
SNode-1486285;Rheydt-Odenkirchen                                ;51.137621744252 6.446046843323;51.137621744252;6.446046843323
SNode-1486286;Rheydt Hbf                                        ;51.163048952110 6.439922979265;51.163048952110;6.439922979265
SNode-1486287;Köln-Nippes                                       ;50.984466738292 6.921811459385;50.984466738292;6.921811459385
SNode-1486288;Köln-Longerich                                    ;50.997704977229 6.901509288887;50.997704977229;6.901509288887
SNode-1486289;Köln Hbf                                          ;50.942760034252 6.959028519298;50.942760034252;6.959028519298
SNode-1486290;Köln Bbf                                          ;50.949979090348 6.950635154353;50.949979090348;6.950635154353
SNode-1486291;Köln Hansaring                                    ;50.949120716544 6.952675053138;50.949120716544;6.952675053138
SNode-1486292;Köln Geldernstr/Parkgürtel                        ;50.968569866975 6.941398533385;50.968569866975;6.941398533385
SNode-1486293;Köln Volkhovener Weg                              ;51.014811511661 6.893463256752;51.014811511661;6.893463256752
SNode-1486294;Köln-Chorweiler                                   ;51.021031714145 6.897930170464;51.021031714145;6.897930170464
SNode-1486295;Köln-Chorweiler Nord                              ;51.028110398815 6.892755218450;51.028110398815;6.892755218450
SNode-1486296;Köln-Blumenberg                                   ;51.037569294878 6.881392244985;51.037569294878;6.881392244985
SNode-1486297;Köln-Worringen                                    ;51.052368970316 6.852015772889;51.052368970316;6.852015772889
SNode-1486298;Köln Trimbornstraße                               ;50.935903818633 6.996730004321;50.935903818633;6.996730004321
SNode-1486299;Köln-Kalk                                         ;50.931980220229 7.005857809004;50.931980220229;7.005857809004
SNode-1486300;Köln Airport / Businesspark                       ;50.910310828894 7.044564000409;50.910310828894;7.044564000409
SNode-1486301;Köln Steinstraße                                  ;50.895611007213 7.057308108164;50.895611007213;7.057308108164
SNode-1486302;Köln-Ehrenfeld                                    ;50.951537298665 6.917240638588;50.951537298665;6.917240638588
SNode-1486303;Köln-Müngersdorf Technologiepark                  ;50.948419668485 6.888156157091;50.948419668485;6.888156157091
SNode-1486304;Köln-Lövenich S-Bahn                              ;50.942915034263 6.834582534417;50.942915034263;6.834582534417
SNode-1486305;Köln-Weiden West                                  ;50.940872217014 6.814930742028;50.940872217014;6.814930742028
SNode-1486306;Frechen-Königsdorf                                ;50.936536431155 6.778237222873;50.936536431155;6.778237222873
SNode-1486307;Horrem                                            ;50.916182503494 6.713511337532;50.916182503494;6.713511337532
SNode-1486308;Sindorf                                           ;50.903712634595 6.681166537162;50.903712634595;6.681166537162
SNode-1486309;Buir                                              ;50.862410593109 6.574482527846;50.862410593109;6.574482527846
SNode-1486310;Merzenich                                         ;50.839890917384 6.517786058695;50.839890917384;6.517786058695
SNode-1486311;Düren                                             ;50.809347527198 6.482546651314;50.809347527198;6.482546651314
SNode-1486312;Köln West                                         ;50.943646903200 6.933869072823;50.943646903200;6.933869072823
SNode-1486313;Hürth-Kalscheuren                                 ;50.875593611195 6.910078142113;50.875593611195;6.910078142113
SNode-1486314;Brühl Gbf                                         ;50.843881069927 6.908958716584;50.843881069927;6.908958716584
SNode-1486315;Brühl                                             ;50.829261597835 6.912642876870;50.829261597835;6.912642876870
SNode-1486316;Sechtem                                           ;50.795418634153 6.957739919981;50.795418634153;6.957739919981
SNode-1486317;Roisdorf                                          ;50.753173393629 7.016021027055;50.753173393629;7.016021027055
SNode-1486318;Bonn Gbf                                          ;50.738094234086 7.073885669299;50.738094234086;7.073885669299
SNode-1486319;Bonn Hbf                                          ;50.732036433637 7.096694688282;50.732036433637;7.096694688282
SNode-1486320;Bonn-Bad Godesberg Nord                           ;50.695269765927 7.141830787333;50.695269765927;7.141830787333
SNode-1486321;Bonn-Bad Godesberg                                ;50.683808036182 7.159675957805;50.683808036182;7.159675957805
SNode-1486322;Bonn-Mehlem                                       ;50.669031792929 7.181473761793;50.669031792929;7.181473761793
SNode-1486323;Bonn Neuer Weg                                    ;50.653538853393 7.196047723617;50.653538853393;7.196047723617
SNode-1486324;Rolandseck                                        ;50.631462484710 7.206889417417;50.631462484710;7.206889417417
SNode-1486325;Oberwinter                                        ;50.611359296420 7.207763684088;50.611359296420;7.207763684088
SNode-1486326;Remagen                                           ;50.577240660518 7.229763616941;50.577240660518;7.229763616941
SNode-1486327;Sinzig (Rhein)                                    ;50.546891913445 7.258106992331;50.546891913445;7.258106992331
SNode-1486328;Bad Breisig                                       ;50.504052465923 7.304814165462;50.504052465923;7.304814165462
SNode-1486329;Brohl                                             ;50.481433152189 7.332654271347;50.481433152189;7.332654271347
SNode-1486330;Namedy Südbahnsteig                               ;50.457074946103 7.361816293824;50.457074946103;7.361816293824
SNode-1486331;Andernach                                         ;50.434691755572 7.404383455989;50.434691755572;7.404383455989
SNode-1486332;Weißenthurm                                       ;50.421361392090 7.450782211556;50.421361392090;7.450782211556
SNode-1486333;Urmitz                                            ;50.402651774940 7.508494680549;50.402651774940;7.508494680549
SNode-1486334;Koblenz-Lützel                                    ;50.367145007316 7.591474460839;50.367145007316;7.591474460839
SNode-1486335;Koblenz Stadtmitte                                ;50.358136532202 7.590100746002;50.358136532202;7.590100746002
SNode-1486336;Koblenz Hbf                                       ;50.350778982402 7.588585285991;50.350778982402;7.588585285991
SNode-1486337;Königsbach (b Kapellen-Stolzenfels)               ;50.323334217524 7.585995848198;50.323334217524;7.585995848198
SNode-1486338;Rhens                                             ;50.281476294318 7.620456307893;50.281476294318;7.620456307893
SNode-1486339;Spay                                              ;50.255526135267 7.645507636319;50.255526135267;7.645507636319
SNode-1486340;Boppard Hbf                                       ;50.231449080413 7.586043382532;50.231449080413;7.586043382532
SNode-1486341;Boppard-Bad Salzig                                ;50.205223826723 7.635583528984;50.205223826723;7.635583528984
SNode-1486342;Boppard-Hirzenach                                 ;50.175050252177 7.648761743051;50.175050252177;7.648761743051
SNode-1486343;Werlau                                            ;50.168597911306 7.675252807321;50.168597911306;7.675252807321
SNode-1486344;St Goar                                           ;50.150036601742 7.714673063341;50.150036601742;7.714673063341
SNode-1486345;Oberwesel                                         ;50.104328157497 7.731658915465;50.104328157497;7.731658915465
SNode-1486346;Bacharach                                         ;50.056337620031 7.769489667329;50.056337620031;7.769489667329
SNode-1486347;Niederheimbach                                    ;50.036016880420 7.805567065479;50.036016880420;7.805567065479
SNode-1486348;Trechtingshausen                                  ;50.009025955602 7.852367698833;50.009025955602;7.852367698833
SNode-1486349;Bingen (Rhein) Hbf                                ;49.968783019587 7.884128091842;49.968783019587;7.884128091842
SNode-1486350;Hürth-Kalscheuren                                 ;50.875727416200 6.909526813266;50.875727416200;6.909526813266
SNode-1486351;Kierberg                                          ;50.838197953310 6.888352849650;50.838197953310;6.888352849650
SNode-1486352;Erftstadt                                         ;50.807293380562 6.833013560429;50.807293380562;6.833013560429
SNode-1486353;Weilerswist                                       ;50.750276407576 6.845038734572;50.750276407576;6.845038734572
SNode-1486354;Derkum                                            ;50.704989322695 6.816695577932;50.704989322695;6.816695577932
SNode-1486355;Großbüllesheim                                    ;50.686686288195 6.816189257962;50.686686288195;6.816189257962
SNode-1486356;Euskirchen                                        ;50.657853364271 6.792158299636;50.657853364271;6.792158299636
SNode-1486357;Satzvey                                           ;50.623052303660 6.713186016330;50.623052303660;6.713186016330
SNode-1486358;Mechernich                                        ;50.591394100636 6.642471818466;50.591394100636;6.642471818466
SNode-1486359;Scheven                                           ;50.559660023745 6.592263816877;50.559660023745;6.592263816877
SNode-1486360;Kall                                              ;50.538509983032 6.557209407184;50.538509983032;6.557209407184
SNode-1486361;Urft (Steinfeld)                                  ;50.512407712651 6.580036355095;50.512407712651;6.580036355095
SNode-1486362;Nettersheim                                       ;50.492306067849 6.630337713206;50.492306067849;6.630337713206
SNode-1486363;Blankenheim (Wald)                                ;50.441864915024 6.593450123062;50.441864915024;6.593450123062
SNode-1486364;Schmidtheim                                       ;50.413225090708 6.551983714878;50.413225090708;6.551983714878
SNode-1486365;Dahlem (Eifel)                                    ;50.385647821139 6.550251561046;50.385647821139;6.550251561046
SNode-1486366;Jünkerath                                         ;50.344732830869 6.580921719974;50.344732830869;6.580921719974
SNode-1486367;Lissendorf                                        ;50.318284217982 6.615327574453;50.318284217982;6.615327574453
SNode-1486368;Oberbettingen-Hillesheim                          ;50.282873510777 6.638392846992;50.282873510777;6.638392846992
SNode-1486369;Gerolstein                                        ;50.223963763307 6.660381791260;50.223963763307;6.660381791260
SNode-1486370;Birresborn                                        ;50.176418428525 6.628713175359;50.176418428525;6.628713175359
SNode-1486371;Mürlenbach                                        ;50.148825238857 6.601505637557;50.148825238857;6.601505637557
SNode-1486372;Densborn                                          ;50.123958303883 6.600255822523;50.123958303883;6.600255822523
SNode-1486373;St Thomas                                         ;50.069793049877 6.601021580847;50.069793049877;6.601021580847
SNode-1486374;Kyllburg                                          ;50.041913595043 6.596979643855;50.041913595043;6.596979643855
SNode-1486375;Bitburg-Erdorf                                    ;49.998685747008 6.571073207598;49.998685747008;6.571073207598
SNode-1486376;Hüttingen                                         ;49.967535083844 6.584883380817;49.967535083844;6.584883380817
SNode-1486377;Philippsheim                                      ;49.953420240337 6.625779939116;49.953420240337;6.625779939116
SNode-1486378;Speicher                                          ;49.928947395112 6.615848014785;49.928947395112;6.615848014785
SNode-1486379;Auw an der Kyll                                   ;49.903587638400 6.614655723133;49.903587638400;6.614655723133
SNode-1486380;Daufenbach                                        ;49.875943462525 6.639910755777;49.875943462525;6.639910755777
SNode-1486381;Kordel                                            ;49.836118067979 6.635094095489;49.836118067979;6.635094095489
SNode-1486382;Euskirchen Zuckerfabrik                           ;50.657352170416 6.813246078504;50.657352170416;6.813246078504
SNode-1486383;Stotzheim                                         ;50.633810914088 6.810737685395;50.633810914088;6.810737685395
SNode-1486384;Kreuzweingarten                                   ;50.613047128463 6.796041986357;50.613047128463;6.796041986357
SNode-1486385;Arloff                                            ;50.597816256649 6.787008244578;50.597816256649;6.787008244578
SNode-1486386;Iversheim                                         ;50.583079970057 6.769167162960;50.583079970057;6.769167162960
SNode-1486387;Bad Münstereifel                                  ;50.558950462919 6.764407029236;50.558950462919;6.764407029236
SNode-1486388;Kall                                              ;50.538618833411 6.556924611222;50.538618833411;6.556924611222
SNode-1486389;Hürth-Kalscheuren                                 ;50.875560319283 6.910287665129;50.875560319283;6.910287665129
SNode-1486390;Köln Bonntor                                      ;50.915850319487 6.958403213098;50.915850319487;6.958403213098
SNode-1486391;Köln Eifeltor                                     ;50.904984555507 6.929964888627;50.904984555507;6.929964888627
SNode-1486392;Bonn Hbf                                          ;50.731889684303 7.096627727037;50.731889684303;7.096627727037
SNode-1486393;Bonn-Duisdorf                                     ;50.716407466390 7.041462227859;50.716407466390;7.041462227859
SNode-1486394;Witterschlick                                     ;50.689678732261 7.026160791467;50.689678732261;7.026160791467
SNode-1486395;Meckenheim Kottenforst                            ;50.662406582333 7.022681545357;50.662406582333;7.022681545357
SNode-1486396;Meckenheim Industriepark                          ;50.644077840150 7.027261607755;50.644077840150;7.027261607755
SNode-1486397;Meckenheim (Bz Köln)                              ;50.627452297821 7.014709212336;50.627452297821;7.014709212336
SNode-1486398;Rheinbach                                         ;50.629249332420 6.947879629429;50.629249332420;6.947879629429
SNode-1486399;Odendorf                                          ;50.650921330261 6.880918750555;50.650921330261;6.880918750555
SNode-1486400;Kuchenheim                                        ;50.655479893666 6.833660794255;50.655479893666;6.833660794255
SNode-1486401;Euskirchen                                        ;50.657710448875 6.792284345691;50.657710448875;6.792284345691
SNode-1486402;Köln-Mülheim                                      ;50.957713997310 7.013058250632;50.957713997310;7.013058250632
SNode-1486403;Leverkusen Mitte                                  ;51.031479576566 6.991754558091;51.031479576566;6.991754558091
SNode-1486404;Leverkusen-Küppersteg                             ;51.045019907821 6.988391940262;51.045019907821;6.988391940262
SNode-1486405;Langenfeld (Rheinl)                               ;51.098658082649 6.940967755934;51.098658082649;6.940967755934
SNode-1486406;Düsseldorf-Benrath                                ;51.162383170773 6.878993539940;51.162383170773;6.878993539940
SNode-1486407;Düsseldorf Hbf                                    ;51.219365387968 6.794663035824;51.219365387968;6.794663035824
SNode-1486408;Düsseldorf Flughafen                              ;51.291567813709 6.786953688552;51.291567813709;6.786953688552
SNode-1486409;Duisburg-Großenbaum                               ;51.364791097110 6.777745098681;51.364791097110;6.777745098681
SNode-1486410;Oberhausen Hbf                                    ;51.474632766160 6.852183864379;51.474632766160;6.852183864379
SNode-1486411;Essen-Dellwig                                     ;51.487966089031 6.922873984903;51.487966089031;6.922873984903
SNode-1486412;Essen-Bergeborbeck                                ;51.480218635250 6.977778476344;51.480218635250;6.977778476344
SNode-1486413;Essen-Altenessen                                  ;51.484301353901 7.007176464115;51.484301353901;7.007176464115
SNode-1486414;Essen Zollverein Nord                             ;51.493719574213 7.047293055778;51.493719574213;7.047293055778
SNode-1486415;Gelsenkirchen Hbf                                 ;51.504891358429 7.102536309103;51.504891358429;7.102536309103
SNode-1486416;Castrop-Rauxel Hbf                                ;51.573688951768 7.304622264821;51.573688951768;7.304622264821
SNode-1486417;Dortmund-Mengede                                  ;51.570540065495 7.373558897881;51.570540065495;7.373558897881
SNode-1486418;Dortmund Hbf                                      ;51.517970980001 7.459256252189;51.517970980001;7.459256252189
SNode-1486419;Dortmund Zinkhütte                                ;51.522578994079 7.493661778324;51.522578994079;7.493661778324
SNode-1486420;Dortmund-Scharnhorst                              ;51.538508819620 7.536925325510;51.538508819620;7.536925325510
SNode-1486421;Dortmund-Kurl                                     ;51.557011712531 7.585374192549;51.557011712531;7.585374192549
SNode-1486422;Kamen-Methler                                     ;51.567224433813 7.612582810872;51.567224433813;7.612582810872
SNode-1486423;Kamen                                             ;51.585168179442 7.661010956713;51.585168179442;7.661010956713
SNode-1486424;Nordbögge                                         ;51.615570622712 7.741873831164;51.615570622712;7.741873831164
SNode-1486425;Köln-Kalk                                         ;50.931989662638 7.005484138730;50.931989662638;7.005484138730
SNode-1486426;Köln-Porz (Rhein) Hp                              ;50.881915672923 7.065237699969;50.881915672923;7.065237699969
SNode-1486427;Porz-Wahn                                         ;50.858125416442 7.079236757901;50.858125416442;7.079236757901
SNode-1486428;Spich                                             ;50.826920968317 7.114567695839;50.826920968317;7.114567695839
SNode-1486429;Troisdorf                                         ;50.813912707876 7.150882168517;50.813912707876;7.150882168517
SNode-1486430;Siegburg/Bonn                                     ;50.794168371027 7.202634650189;50.794168371027;7.202634650189
SNode-1486431;Hennef (Sieg)                                     ;50.773170198461 7.285696314820;50.773170198461;7.285696314820
SNode-1486432;Hennef Im Siegbogen                               ;50.773195288208 7.312592392460;50.773195288208;7.312592392460
SNode-1486433;Blankenberg (Sieg)                                ;50.768469904850 7.348411555168;50.768469904850;7.348411555168
SNode-1486434;Merten (Sieg)                                     ;50.770460664799 7.385661173307;50.770460664799;7.385661173307
SNode-1486435;Eitorf                                            ;50.773607192607 7.447310415631;50.773607192607;7.447310415631
SNode-1486436;Herchen                                           ;50.771251470243 7.521337947362;50.771251470243;7.521337947362
SNode-1486437;Dattenfeld (Sieg)                                 ;50.809219177408 7.546214722744;50.809219177408;7.546214722744
SNode-1486438;Schladern (Sieg)                                  ;50.807015597448 7.592248378790;50.807015597448;7.592248378790
SNode-1486439;Rosbach (Sieg)                                    ;50.796765039545 7.608734154837;50.796765039545;7.608734154837
SNode-1486440;Au (Sieg)                                         ;50.773763213185 7.656647588655;50.773763213185;7.656647588655
SNode-1486441;Etzbach                                           ;50.781362995884 7.686979834740;50.781362995884;7.686979834740
SNode-1486442;Wissen (Sieg)                                     ;50.782829312286 7.739680323887;50.782829312286;7.739680323887
SNode-1486443;Niederhövels                                      ;50.786296203991 7.788516049485;50.786296203991;7.788516049485
SNode-1486444;Scheuerfeld (Sieg)                                ;50.791880063075 7.836781537217;50.791880063075;7.836781537217
SNode-1486445;Betzdorf (Sieg)                                   ;50.789018802651 7.870644222396;50.789018802651;7.870644222396
SNode-1486446;Alsdorf Grünebacherhütte                          ;50.781797645376 7.890700698554;50.781797645376;7.890700698554
SNode-1486447;Grünebach Ort                                     ;50.777332875945 7.902177446873;50.777332875945;7.902177446873
SNode-1486448;Sassenroth                                        ;50.771489261370 7.915515991214;50.771489261370;7.915515991214
SNode-1486449;Herdorf Königsstollen                             ;50.776385575484 7.935063481066;50.776385575484;7.935063481066
SNode-1486450;Herdorf                                           ;50.778744347856 7.954214200425;50.778744347856;7.954214200425
SNode-1486451;Struthütten                                       ;50.781362940853 7.973948008929;50.781362940853;7.973948008929
SNode-1486452;Altenseelbach                                     ;50.783907169234 7.992525925354;50.783907169234;7.992525925354
SNode-1486453;Neunkirchen (Kr Siegen)                           ;50.784678238255 8.006102414837;50.784678238255;8.006102414837
SNode-1486454;Zeppenfeld                                        ;50.780482624651 8.028111258675;50.780482624651;8.028111258675
SNode-1486455;Wiederstein                                       ;50.776056430486 8.041663967629;50.776056430486;8.041663967629
SNode-1486456;Wahlbach (Kr Siegen)                              ;50.757923128731 8.054056224745;50.757923128731;8.054056224745
SNode-1486457;Burbach (Kr Siegen)                               ;50.748966435781 8.077653594442;50.748966435781;8.077653594442
SNode-1486458;Würgendorf Ort                                    ;50.756916170726 8.126676029700;50.756916170726;8.126676029700
SNode-1486459;Würgendorf                                        ;50.760064982605 8.141813821770;50.760064982605;8.141813821770
